eventID,measurementType,measurementTypeID,measurementValue,measurementValueID,measurementUnit,measurementUnitID,measurementID,occurrenceID,measurementMethod
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0339-Specimen_Weight,IYS2022-002-059-198-0339,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0339-Sex,IYS2022-002-059-198-0339,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0340-Ageclass,IYS2022-002-059-198-0340,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,47,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0340-Specimen_Length,IYS2022-002-059-198-0340,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0340-Specimen_Weight,IYS2022-002-059-198-0340,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0340-Sex,IYS2022-002-059-198-0340,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0341-Ageclass,IYS2022-002-059-198-0341,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,68,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0341-Specimen_Length,IYS2022-002-059-198-0341,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,3,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0341-Specimen_Weight,IYS2022-002-059-198-0341,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0341-Sex,IYS2022-002-059-198-0341,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0342-Ageclass,IYS2022-002-059-198-0342,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,42,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0342-Specimen_Length,IYS2022-002-059-198-0342,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0342-Specimen_Weight,IYS2022-002-059-198-0342,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0342-Sex,IYS2022-002-059-198-0342,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0343-Ageclass,IYS2022-002-059-198-0343,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,41,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0343-Specimen_Length,IYS2022-002-059-198-0343,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0343-Specimen_Weight,IYS2022-002-059-198-0343,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0343-Sex,IYS2022-002-059-198-0343,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0344-Ageclass,IYS2022-002-059-198-0344,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,60,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0344-Specimen_Length,IYS2022-002-059-198-0344,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0344-Specimen_Weight,IYS2022-002-059-198-0344,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0344-Sex,IYS2022-002-059-198-0344,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0345-Ageclass,IYS2022-002-059-198-0345,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,50,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0345-Specimen_Length,IYS2022-002-059-198-0345,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0345-Specimen_Weight,IYS2022-002-059-198-0345,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0345-Sex,IYS2022-002-059-198-0345,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0346-Ageclass,IYS2022-002-059-198-0346,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,71,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0346-Specimen_Length,IYS2022-002-059-198-0346,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,3,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0346-Specimen_Weight,IYS2022-002-059-198-0346,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0346-Sex,IYS2022-002-059-198-0346,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0347-Ageclass,IYS2022-002-059-198-0347,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,49,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0347-Specimen_Length,IYS2022-002-059-198-0347,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0347-Specimen_Weight,IYS2022-002-059-198-0347,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0347-Sex,IYS2022-002-059-198-0347,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0348-Ageclass,IYS2022-002-059-198-0348,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,66,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0348-Specimen_Length,IYS2022-002-059-198-0348,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,3,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0348-Specimen_Weight,IYS2022-002-059-198-0348,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0348-Sex,IYS2022-002-059-198-0348,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0349-Ageclass,IYS2022-002-059-198-0349,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,65,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0349-Specimen_Length,IYS2022-002-059-198-0349,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,3,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0349-Specimen_Weight,IYS2022-002-059-198-0349,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0349-Sex,IYS2022-002-059-198-0349,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0350-Ageclass,IYS2022-002-059-198-0350,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,66,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0350-Specimen_Length,IYS2022-002-059-198-0350,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,3,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0350-Specimen_Weight,IYS2022-002-059-198-0350,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0350-Sex,IYS2022-002-059-198-0350,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0351-Ageclass,IYS2022-002-059-198-0351,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,63,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0351-Specimen_Length,IYS2022-002-059-198-0351,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,2,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0351-Specimen_Weight,IYS2022-002-059-198-0351,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0351-Sex,IYS2022-002-059-198-0351,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0352-Ageclass,IYS2022-002-059-198-0352,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,65,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0352-Specimen_Length,IYS2022-002-059-198-0352,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,2,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0352-Specimen_Weight,IYS2022-002-059-198-0352,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0352-Sex,IYS2022-002-059-198-0352,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0353-Ageclass,IYS2022-002-059-198-0353,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,63,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0353-Specimen_Length,IYS2022-002-059-198-0353,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,2,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0353-Specimen_Weight,IYS2022-002-059-198-0353,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0353-Sex,IYS2022-002-059-198-0353,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0354-Ageclass,IYS2022-002-059-198-0354,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,43,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0354-Specimen_Length,IYS2022-002-059-198-0354,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0354-Specimen_Weight,IYS2022-002-059-198-0354,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0354-Sex,IYS2022-002-059-198-0354,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0355-Ageclass,IYS2022-002-059-198-0355,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,65,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0355-Specimen_Length,IYS2022-002-059-198-0355,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,3,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0355-Specimen_Weight,IYS2022-002-059-198-0355,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0355-Sex,IYS2022-002-059-198-0355,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0356-Ageclass,IYS2022-002-059-198-0356,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,43,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0356-Specimen_Length,IYS2022-002-059-198-0356,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0356-Specimen_Weight,IYS2022-002-059-198-0356,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0356-Sex,IYS2022-002-059-198-0356,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0357-Ageclass,IYS2022-002-059-198-0357,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,73,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0357-Specimen_Length,IYS2022-002-059-198-0357,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,4,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0357-Specimen_Weight,IYS2022-002-059-198-0357,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0357-Sex,IYS2022-002-059-198-0357,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0358-Ageclass,IYS2022-002-059-198-0358,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,47,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0358-Specimen_Length,IYS2022-002-059-198-0358,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0358-Specimen_Weight,IYS2022-002-059-198-0358,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0358-Sex,IYS2022-002-059-198-0358,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0359-Ageclass,IYS2022-002-059-198-0359,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,41,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0359-Specimen_Length,IYS2022-002-059-198-0359,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0359-Specimen_Weight,IYS2022-002-059-198-0359,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0359-Sex,IYS2022-002-059-198-0359,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0360-Ageclass,IYS2022-002-059-198-0360,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,69,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0360-Specimen_Length,IYS2022-002-059-198-0360,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,3,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0360-Specimen_Weight,IYS2022-002-059-198-0360,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0360-Sex,IYS2022-002-059-198-0360,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0361-Ageclass,IYS2022-002-059-198-0361,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,63,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0361-Specimen_Length,IYS2022-002-059-198-0361,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,3,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0361-Specimen_Weight,IYS2022-002-059-198-0361,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0361-Sex,IYS2022-002-059-198-0361,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0362-Ageclass,IYS2022-002-059-198-0362,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,62,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0362-Specimen_Length,IYS2022-002-059-198-0362,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,2,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0362-Specimen_Weight,IYS2022-002-059-198-0362,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0362-Sex,IYS2022-002-059-198-0362,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0363-Ageclass,IYS2022-002-059-198-0363,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,63,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0363-Specimen_Length,IYS2022-002-059-198-0363,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,2,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0363-Specimen_Weight,IYS2022-002-059-198-0363,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0363-Sex,IYS2022-002-059-198-0363,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0364-Ageclass,IYS2022-002-059-198-0364,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,39,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0364-Specimen_Length,IYS2022-002-059-198-0364,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0364-Specimen_Weight,IYS2022-002-059-198-0364,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0364-Sex,IYS2022-002-059-198-0364,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0365-Ageclass,IYS2022-002-059-198-0365,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,63,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0365-Specimen_Length,IYS2022-002-059-198-0365,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,2,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0365-Specimen_Weight,IYS2022-002-059-198-0365,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0365-Sex,IYS2022-002-059-198-0365,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0366-Ageclass,IYS2022-002-059-198-0366,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,38,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0366-Specimen_Length,IYS2022-002-059-198-0366,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0366-Specimen_Weight,IYS2022-002-059-198-0366,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0366-Sex,IYS2022-002-059-198-0366,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0367-Ageclass,IYS2022-002-059-198-0367,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,40,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0367-Specimen_Length,IYS2022-002-059-198-0367,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,1,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0367-Specimen_Weight,IYS2022-002-059-198-0367,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0367-Sex,IYS2022-002-059-198-0367,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0368-Ageclass,IYS2022-002-059-198-0368,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,68,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0368-Specimen_Length,IYS2022-002-059-198-0368,
IYS2022-002-059,Specimen_Weight,http://vocab.nerc.ac.uk/collection/S06/current/S0600088/,3,,grams,http://vocab.nerc.ac.uk/collection/P06/current/UGRM/,IYS2022-002-059-198-0368-Specimen_Weight,IYS2022-002-059-198-0368,
IYS2022-002-059,Sex,http://vocab.nerc.ac.uk/collection/P01/current/ENTSEX01/,Unknown,https://vocab.nerc.ac.uk/collection/S10/current/S105/,,,IYS2022-002-059-198-0368-Sex,IYS2022-002-059-198-0368,
IYS2022-002-059,Ageclass,http://vocab.nerc.ac.uk/collection/P01/current/LSTAGE01/,"NA",,,,IYS2022-002-059-198-0369-Ageclass,IYS2022-002-059-198-0369,
IYS2022-002-059,Specimen_Length,http://vocab.nerc.ac.uk/collection/P01/current/OBSINDLX/,63,,millimeters,http://vocab.nerc.ac.uk/collection/P06/current/UXMM/,IYS2022-002-059-198-0369-Specimen_Length,IYS2022-002-059-198-0369,
